,chembl_id,IC50,unit,Smiles,pIC50,molecular_weight,n_hba,n_hbd,logp,ro5_fulfilled
116,CHEMBL3670464,1.4,nM,NC[C@@H](Nc1ncnc2c(C(N)=O)cccc12)c1ccccc1,8.853871964,307.1433102,5,3,1.8406,TRUE
117,CHEMBL3329675,1.5,nM,COc1ccc(C(=O)NC(=O)Nc2cc3c(cc2F)/C(=C/c2[nH]c(C)c(CCC(=O)O)c2C)C(=O)N3)c(F)c1,8.823908741,538.1663909,5,5,4.39014,TRUE
118,CHEMBL3685286,1.5,nM,NC(=O)c1cccc2c(NC(CCN3CCCCC3)c3cccc(NC(O)c4ccccc4)c3)ncnc12,8.823908741,510.2743243,7,4,4.8609,TRUE
120,CHEMBL3329670,1.5,nM,COc1ccc(C(=O)NC(=O)Nc2cc3c(cc2F)/C(=C/c2[nH]c(C)c(C(=O)O)c2C)C(=O)N3)cc1,8.823908741,492.1445126,5,5,3.93204,TRUE
121,CHEMBL3675337,1.5,nM,NC(=O)c1cccc2c(NCc3cccc(F)c3)ncnc12,8.823908741,296.1073393,4,2,2.4799,TRUE
122,CHEMBL3680481,1.5,nM,CS(=O)(=O)c1ccc(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)cc1,8.823908741,475.1314252,7,3,2.9966,TRUE
124,CHEMBL3685214,1.5,nM,NC(=O)c1cccc2c(NC(CCN3CCCCC3)c3cccc(Nc4ccccn4)c3)ncnc12,8.823908741,481.2590086,7,3,4.8965,TRUE
125,CHEMBL3675371,1.5,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)Nc4ccccc4)c3)ncnc12,8.823908741,412.1647739,5,4,3.9848,TRUE
126,CHEMBL3685210,1.6,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4cnn5c4CNCC5)c3)ncnc12,8.795880017,442.1865719,8,4,1.8928,TRUE
128,CHEMBL3685254,1.6,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)C4CCCNC4)c3)ncnc12,8.795880017,404.196074,6,4,2.2789,TRUE
129,CHEMBL3675325,1.6,nM,NC(=O)c1cc(OCCCNCCO)cc2c(NCc3ccc(C(F)(F)F)cc3)ncnc12,8.795880017,463.1831243,7,4,2.7104,TRUE
130,CHEMBL3670478,1.6,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)Cc4ccc(Cl)cc4)c3)ncnc12,8.795880017,445.1305526,5,3,4.1754,TRUE
131,CHEMBL3685242,1.7,nM,CN(C)c1cccc(C(=O)Nc2cccc(CNc3ncnc4c3=CCCC=4C(N)=O)c2)c1,8.769551079,442.2117241,6,3,1.6173,TRUE
133,CHEMBL3670476,1.7,nM,COc1cc(C(N)=O)c2ncnc(NCc3cccc(NC(=O)c4ccc(F)cc4)c3)c2c1,8.769551079,445.1550177,6,3,3.7408,TRUE
134,CHEMBL3329668,1.8,nM,COc1ccc(C(=O)NC(=O)Nc2ccc3c(c2)NC(=O)/C3=C\c2[nH]c(C)c(CC(=O)O)c2C)cc1,8.744727495,488.1695845,5,5,3.72184,TRUE
135,CHEMBL3685247,1.8,nM,CCOc1ccc(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)cc1,8.744727495,441.1800896,6,3,3.9918,TRUE
136,CHEMBL3685287,1.8,nM,NC(=O)c1cccc2c(NCc3ccc(F)c(NC(=O)c4ccc(OC(F)(F)F)cc4)c3)ncnc12,8.744727495,499.1267523,6,3,4.6308,TRUE
137,CHEMBL3675516,1.8,nM,C=CCN(C)CCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(OC)cc2)c1,8.744727495,524.2535889,7,3,4.6507,TRUE
138,CHEMBL3680532,1.8,nM,COc1ccc(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)cc1C(F)(F)F,8.744727495,495.1518242,6,3,4.6205,TRUE
139,CHEMBL3675431,1.9,nM,COc1ccc(C(=O)Nc2cccc(C(CN(C)C)Nc3ncnc4c3=CCCC=4C(N)=O)c2)cc1F,8.721246399,504.228517,7,3,1.8017,TRUE
140,CHEMBL3329664,1.9,nM,COc1ccc(C(=O)NC(=O)Nc2ccc3c(c2)NC(=O)/C3=C\c2[nH]c(C)c(C(=O)O)c2C)cc1,8.721246399,474.1539344,5,5,3.79294,TRUE
141,CHEMBL3685222,1.9,nM,CC(C)N1CCC(C(=O)Nc2cccc(CNC3=NC=NC4C(C(N)=O)=CCC=C34)c2)CC1,8.721246399,448.2586743,6,3,2.3859,TRUE
142,CHEMBL3685255,1.9,nM,CN(C)CCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccccc2)c1,8.721246399,468.2273741,6,3,4.0859,TRUE
143,CHEMBL2380823,2,nM,O=C(Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1)c1ccccc1F,8.698970004,424.133554,4,3,5.2113,TRUE
144,CHEMBL2380826,2,nM,Cc1ccc(C(=O)Nc2ccc(Nc3ccnc4[nH]c(=O)c5ccccc5c34)cc2)cc1,8.698970004,420.1586259,4,3,5.38062,TRUE
146,CHEMBL2380839,2,nM,COc1ccccc1C(=O)Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1,8.698970004,436.1535405,5,3,5.0808,TRUE
147,CHEMBL3087777,2,nM,CC(=O)N[C@@H]1CCN(c2c(Cl)cnc3[nH]c(-c4cn(C)nc4C)nc23)C1,8.698970004,373.1417859,6,2,2.03502,TRUE
148,CHEMBL3393486,2,nM,CCOC(=O)c1[nH]cc2c1NC1=C(C(=O)CN(C(=O)CN)C1)[C@H]2c1ccc(Sc2nc3c(F)cccc3[nH]2)o1.Cl,8.698970004,586.1201448,9,4,3.5543,TRUE
149,CHEMBL3685258,2,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4cccc(OC(F)(F)F)c4)c3)ncnc12,8.698970004,481.1361741,6,3,4.4917,TRUE
150,CHEMBL1089116,2,nM,CCn1cc(-c2ccnc3[nH]ccc23)c(-c2ccc(NC(=O)Nc3ccccc3)cc2)n1,8.698970004,422.1855093,4,3,5.7573,TRUE
151,CHEMBL1097454,2,nM,O=C(Nc1ccccc1)Nc1ccc(-c2nn(CCCO)cc2-c2ccnc3[nH]ccc23)cc1,8.698970004,452.196074,5,4,5.1198,TRUE
152,CHEMBL3680544,2,nM,CCOC(=O)c1cnc(Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)s1,8.698970004,448.1317595,9,3,3.7176,TRUE
153,CHEMBL3393470,2,nM,COC(=O)c1[nH]cc2c1NC1=C(C(=O)CCC1)C2c1ccc(Sc2nc3ccccc3[nH]2)o1,8.698970004,460.1205261,7,3,4.9863,TRUE
154,CHEMBL469205,2,nM,Cc1[nH]nc2c1CCCc1c-2[nH]c2cc3c(cc12)NC(=O)C3(C)C,8.698970004,320.1637113,2,3,3.58482,TRUE
155,CHEMBL3393472,2,nM,CCOC(=O)c1[nH]cc2c1NC1=C(C(=O)CNC1)C2c1ccc(Sc2nc3ccccc3[nH]2)o1.Cl.O,8.698970004,529.1186675,8,4,3.3928,TRUE
156,CHEMBL3393065,2,nM,CCOC(=O)c1[nH]cc2c1NC1=C(C(=O)CCC1)C2c1cc(Sc2nc3ccccc3[nH]2)cs1,8.698970004,490.1133326,7,3,5.8449,TRUE
157,CHEMBL3685280,2,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4ccccc4F)c3)ncnc12,8.698970004,415.144453,5,3,3.7322,TRUE
158,CHEMBL216769,2,nM,COc1cc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2cc1OCCCN1CCC(CO)CC1,8.698970004,563.2656308,9,4,3.8986,TRUE
159,CHEMBL217804,2,nM,CCCN(CCO)CCCOc1cc2ncnc(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)c2cc1OC,8.698970004,551.2656308,9,4,3.8986,TRUE
161,CHEMBL3670472,2.1,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)Cc4ccccc4)c3)ncnc12,8.677780705,411.1695249,5,3,3.522,TRUE
162,CHEMBL3680480,2.1,nM,CCOc1cc(C(=O)Nc2cccc(C(C)Nc3ncnc4c(C(N)=O)cccc34)c2)ccn1,8.677780705,456.1909886,7,3,3.9478,TRUE
163,CHEMBL3680392,2.1,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4ccnc(N5CCCC5)c4)c3)ncnc12,8.677780705,467.206973,7,3,3.5883,TRUE
164,CHEMBL3680395,2.2,nM,CN(C)CCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(OC(F)(F)F)cc2)c1,8.657577319,552.2096734,7,3,4.9845,TRUE
165,CHEMBL3680557,2.2,nM,Cc1cc(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)ccc1N1CCOCC1,8.657577319,496.2222888,7,3,3.73812,TRUE
166,CHEMBL2392111,2.2,nM,CS(=O)(=O)c1nc(Cl)cc(Nc2c[nH]nc2-c2nc3cc(CN4CCOCC4)ccc3[nH]2)n1,8.657577319,488.1145852,9,3,2.3757,TRUE
167,CHEMBL3670465,2.2,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)N4CCCCC4)c3)ncnc12,8.657577319,404.196074,5,3,3.3586,TRUE
168,CHEMBL3680391,2.3,nM,COc1ccc(C(=O)NC2=CC(C(CCN(C)C)Nc3ncnc4c(C(N)=O)cccc34)=CCC2)c(F)c1,8.638272164,518.2441671,7,3,3.6427,TRUE
169,CHEMBL3680436,2.3,nM,COc1cc(C(=O)NC2=CCCC(C(C)Nc3ncnc4c(C(N)=O)cccc34)=C2)ccn1,8.638272164,444.1909886,7,3,2.9668,TRUE
170,CHEMBL3680582,2.3,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4ccc(N5CCOCC5)c(C(F)(F)F)c4)c3)ncnc12,8.638272164,550.1940233,7,3,4.4485,TRUE
171,CHEMBL3685240,2.3,nM,Cc1cc(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)[nH]n1,8.638272164,401.1600228,6,4,2.62462,TRUE
172,CHEMBL3680464,2.3,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4ccnc(N5CCCCC5)c4)c3)ncnc12,8.638272164,481.2226231,7,3,3.9784,TRUE
173,CHEMBL2347053,2.3,nM,O=C1Nc2ccccc2/C1=C/c1c[nH]nc1-c1ccccc1[N+](=O)[O-],8.638272164,332.0909402,4,2,3.4776,TRUE
174,CHEMBL3329672,2.3,nM,COc1ccc(C(=O)NC(=O)Nc2ccc3c(c2)NC(=O)/C3=C\c2[nH]c(C)c(C(=O)O)c2C)c(F)c1,8.638272164,492.1445126,5,5,3.93204,TRUE
175,CHEMBL2392112,2.3,nM,Cc1ccc2[nH]c(-c3n[nH]cc3Nc3cc(Cl)nc(S(C)(=O)=O)n3)nc2c1,8.638272164,403.0618214,7,3,2.85192,TRUE
176,CHEMBL3685261,2.4,nM,N#Cc1ccc(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)cc1,8.619788758,422.1491238,6,3,3.46478,TRUE
177,CHEMBL3680388,2.4,nM,CC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccccc2)c1,8.619788758,411.1695249,5,3,4.1541,TRUE
178,CHEMBL3675442,2.4,nM,CN(C)C[C@@H](Nc1ncnc2c(C(N)=O)cccc12)c1ccccc1,8.619788758,335.1746103,5,2,2.4435,TRUE
179,CHEMBL3670424,2.5,nM,COc1ccccc1NC(=O)Nc1cccc(CNc2ncnc3c(C(N)=O)cccc23)c1,8.602059991,442.1753386,6,4,3.9934,TRUE
180,CHEMBL3680531,2.5,nM,NC(=O)C1=c2ncnc(NC(CCN3CCCC3)c3cccc(NC(=O)c4ccccc4)c3)c2=CCC1,8.602059991,496.2586743,6,3,2.5783,TRUE
181,CHEMBL3675504,2.5,nM,CN(C)CCC(Nc1ncnc2c(C(N)=O)cccc12)C1=CCCC(NC(=O)c2cccc(F)c2F)=C1,8.602059991,506.2241806,6,3,3.7732,TRUE
182,CHEMBL3680597,2.5,nM,NC(=O)c1cccc2c(NCc3cccc(Nc4nc5ccccc5s4)c3)ncnc12,8.602059991,426.1262802,7,3,4.6941,TRUE
184,CHEMBL458421,2.6,nM,O=C(Nc1c[nH]nc1-c1nc2cc(CN3CCOCC3)ccc2[nH]1)Nc1c(F)cccc1F,8.585026652,453.1724794,5,4,3.7074,TRUE
185,CHEMBL3639693,2.6,nM,CN(C)c1cc(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)ccn1,8.585026652,441.191323,7,3,3.0541,TRUE
187,CHEMBL3685265,2.7,nM,COc1ccc(C(=O)Nc2ccc(F)c(CNc3ncnc4c(C(N)=O)cccc34)c2)cc1,8.568636236,445.1550177,6,3,3.7408,TRUE
188,CHEMBL3685244,2.7,nM,COCCOc1cc(C(N)=O)c2ncnc(NCc3cccc(NC(=O)c4ccc(OC)cc4)c3)c2c1,8.568636236,501.201219,8,3,3.6269,TRUE
189,CHEMBL3685288,2.8,nM,COc1ccc(C(=O)Nc2cccc(C(CCN3CCCC3)Nc3ncnc4c(C(N)=O)cccc34)c2)cc1,8.552841969,524.2535889,7,3,4.6287,TRUE
190,CHEMBL4443086,2.8,nM,CCCCOC(=O)Cc1cc(Nc2nc(Nc3ccc(C(=O)NC4CC(C)(C)N([O])C(C)(C)C4)cc3)ncc2F)n[nH]1,8.552841969,581.3000049,9,4,4.8087,TRUE
191,CHEMBL3670487,2.9,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4cccc(Cl)n4)c3)ncnc12,8.537602002,432.1101515,6,3,3.6415,TRUE
192,CHEMBL3322595,2.9,nM,Cc1[nH]c(/C=C2\C(=O)Nc3cc(NC(=O)c4c[nH]cc(-c5ccc(F)cc5)c4=O)ccc32)c(C)c1C(=O)N1CCOCC1,8.537602002,581.2074472,5,4,4.34334,TRUE
193,CHEMBL4799497,2.981,nM,Cn1cc(-c2ccc3c(Nc4cccc(NC(=O)Nc5ccccc5F)c4)ncnc3c2)cn1,8.525638024,453.1713365,6,3,5.557,TRUE
194,CHEMBL3329671,3,nM,COc1ccc(C(=O)NC(=O)Nc2cc3c(cc2F)/C(=C/c2[nH]c(C)c(CCC(=O)O)c2C)C(=O)N3)cc1,8.522878745,520.1758127,5,5,4.25104,TRUE
195,CHEMBL3670473,3,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4ccc(F)c(F)c4)c3)ncnc12,8.522878745,433.1350312,5,3,3.8713,TRUE
196,CHEMBL495727,3,nM,O=C(Nc1c[nH]nc1-c1nc2ccc(CN3CCOCC3)cc2[nH]1)NC1CC1,8.522878745,381.191323,5,4,2.0691,TRUE
197,CHEMBL3680429,3,nM,COc1ccc(C(O)/N=C2\C=CCC(CNc3ncnc4c(C(N)=O)cccc34)C2)cc1C,8.522878745,445.2113897,7,3,3.55592,TRUE
198,CHEMBL3699142,3,nM,CCNC(=O)C#Cc1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(CN(C)C)cc1)c1ccccc1,8.522878745,464.2212261,4,3,4.1683,TRUE
200,CHEMBL3393469,3,nM,CCOC(=O)c1[nH]cc2c1NC1=C(C(=O)CCC1)C2c1ccc(Sc2nc3ccccc3[nH]2)o1,8.522878745,474.1361762,7,3,5.3764,TRUE
201,CHEMBL1099010,3,nM,O=C(Nc1ccccc1)Nc1ccc(-c2nn(CCO)cc2-c2ccnc3[nH]ccc23)cc1,8.522878745,438.1804239,5,4,4.7297,TRUE
202,CHEMBL3329674,3,nM,COc1ccc(C(=O)NC(=O)Nc2cc3c(cc2F)/C(=C/c2[nH]c(C)c(C(=O)O)c2C)C(=O)N3)c(F)c1,8.522878745,510.1350908,5,5,4.07114,TRUE
203,CHEMBL2063444,3,nM,Nc1noc2cccc(C(=O)Nc3cccc(CNC(=O)Nc4ccc(Cl)cc4)c3)c12,8.522878745,435.1098171,5,4,4.6374,TRUE
204,CHEMBL3393488,3,nM,CCOC(=O)c1[nH]cc2c1NC1=C(C(=O)CNC1)C2c1ccc(Sc2nc3c(F)cccc3[nH]2)o1,8.522878745,493.1220033,8,4,3.9348,TRUE
205,CHEMBL2012409,3,nM,Cn1cc(Nc2ncc3cnn([C@@H]4C[C@H]5C[C@H]5C4)c3n2)cc1C(=O)N1CCC[C@H]1CO,8.522878745,421.2226231,8,2,2.4763,TRUE
206,CHEMBL2163394,3,nM,Cc1cc(Nc2nc(Sc3ccc(NC(=O)CN4CC[C@@H](C(=O)NC5CCCC5)C4)cc3)nn3cccc23)n[nH]1,8.522878745,559.2477923,9,4,3.97482,TRUE
208,CHEMBL3675538,3.1,nM,COCCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(F)c(F)c2)c1,8.508638306,491.176896,6,3,4.4489,TRUE
210,CHEMBL3685285,3.3,nM,CC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(CN3CCCC3)cc2)c1,8.48148606,494.2430242,6,3,4.7499,TRUE
211,CHEMBL3685212,3.3,nM,NC(=O)c1cccc2c(NCc3cccc(Nc4ncccn4)c3)ncnc12,8.48148606,371.1494582,7,3,2.8744,TRUE
212,CHEMBL4761521,3.4,nM,O=C(Nc1ccc(CCNc2n[nH]c(=O)c3ccccc23)cc1)NC1CCCCC1,8.468521083,405.2164751,4,4,4.0319,TRUE
213,CHEMBL3680411,3.5,nM,COCCN(C)c1cc(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)ccn1,8.455931956,485.2175377,8,3,3.0707,TRUE
214,CHEMBL4447241,3.5,nM,CC1(C)CC(NC(=O)c2ccc(Nc3ncc([N+](=O)[O-])c(Nc4ccc(O)cc4)n3)cc2)CC(C)(C)N1[O],8.455931956,520.2308421,9,4,4.6745,TRUE
215,CHEMBL4440617,3.5,nM,CC1(C)CC(NC(=O)c2ccc(Nc3ncc([N+](=O)[O-])c(Nc4cccc(O)c4)n3)cc2)CC(C)(C)N1[O],8.455931956,520.2308421,9,4,4.6745,TRUE
217,CHEMBL3680509,3.6,nM,COc1ccc(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)c(OC)c1,8.443697499,457.1750042,7,3,3.6103,TRUE
218,CHEMBL3685309,3.8,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4ccccc4C(F)(F)F)c3)ncnc12,8.420216403,465.1412595,5,3,4.6119,TRUE
219,CHEMBL3675353,3.9,nM,NC(=O)c1cccc2c(NCc3ccc4c(c3)OCO4)ncnc12,8.408935393,322.1065903,6,2,2.0695,TRUE
220,CHEMBL3670427,3.9,nM,NC(=O)c1cccc2c(NCc3cc(F)cc(F)c3)ncnc12,8.408935393,314.0979174,4,2,2.619,TRUE
221,CHEMBL2029911,4,nM,Cc1c(-c2cc3cnc(Nc4cc(C(=O)N5CCN(C)CC5)n(C)c4)nc3n2C2CCCC2)cnn1C,8.397940009,501.2964567,9,1,3.72502,TRUE
222,CHEMBL2029908,4,nM,CN1CCN(C(=O)c2cc(Nc3ncc4cc(-c5cnco5)n(C5CCCC5)c4n3)cn2C)CC1,8.397940009,474.2491722,9,1,3.6711,TRUE
223,CHEMBL2063462,4,nM,Nc1ncnn2ccc(C(=O)Nc3cccc(CNC(=O)Nc4cccc(F)c4)c3)c12,8.397940009,419.150601,6,4,3.0246,TRUE
224,CHEMBL191003,4,nM,Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)nn1C(=O)c1c(F)cccc1F,8.397940009,394.0659657,8,3,1.218,TRUE
225,CHEMBL2012415,4,nM,Cn1cc(Nc2ncc3cnn([C@@H]4C[C@H]5C[C@H]5C4)c3n2)cc1C(=O)N1CCC[C@@H]1CN1CCOCC1,8.397940009,490.2804723,9,1,2.8162,TRUE
226,CHEMBL5169760,4,nM,Cc1nc(-c2ccccc2Nc2nc(Nc3ccc(CN4CCN(C)CC4)cc3)ncc2Cl)n[nH]1,8.397940009,489.2156196,8,3,4.45812,TRUE
227,CHEMBL2063443,4,nM,Cc1ccc(NC(=O)NCc2cccc(NC(=O)c3cccc4onc(N)c34)c2)cc1,8.397940009,415.1644395,5,4,4.29242,TRUE
229,CHEMBL2029909,4,nM,CN1CCN(C(=O)c2cc(Nc3ncc4cc(-c5cnn(C)c5)n(C5CCCC5)c4n3)cn2C)CC1,8.397940009,487.2808067,9,1,3.4166,TRUE
230,CHEMBL2011940,4,nM,Nc1cccc(-c2nc3c(NCCCNC(=O)C4CCC4)c(Br)cnc3[nH]2)c1,8.397940009,442.1116715,5,4,3.6879,TRUE
232,CHEMBL3393485,4,nM,CCOC(=O)c1[nH]cc2c1NC1=C(C(=O)CN(C(=O)CN)C1)[C@H]2c1ccc(Sc2nc3ccccc3[nH]2)o1.Cl,8.397940009,568.1295666,9,4,3.4152,TRUE
233,CHEMBL2012404,4,nM,CN(C)C(=O)[C@@H]1CCCN1C(=O)c1cc(Nc2ncc3cnn([C@@H]4C[C@H]5C[C@H]5C4)c3n2)cn1C,8.397940009,462.2491722,8,1,2.5722,TRUE
234,CHEMBL2012402,4,nM,Cn1cc(Nc2ncc3cnn([C@@H]4C[C@H]5C[C@H]5C4)c3n2)cc1C(N)=O,8.397940009,337.1651082,7,2,1.9783,TRUE
235,CHEMBL2029901,4,nM,CN1CCN(C(=O)c2cc(Nc3ncc4cc(C#N)n(C5CCCC5)c4n3)cn2C)CC1,8.397940009,432.2386075,8,1,2.88778,TRUE
